EquableClassID,State,Retirement System Name,Plan_Name,Occupation,Occupation_Categories,Class_Name,Tier_HireDates,Plan_Type ,"DB COLA, Amount Provisions","DB COLA, Accumulation Provision (Simple = 0, Compounding = 1)","DB COLA, Policy Provisions",COLA_Amount,"DB COLA, Distribution Provision (Automatic, Ad Hoc, Specially Funded Account, No Provision)","Risk-Sharing Tool Related to Benefits (No = 0, Yes = 1)",Risk-Sharing Tool Details,Social Security Coverage,"Choice Structure (Mandatory = 0, Opt-Out = 1, Opt-In = 2)",Choices Available (by Plan ID),"DC Default into Target Date Funds or Target Retirement Funds (Depends on Provider = 0, Yes = 1, No = 2)",GR Crediting/Interest Rate,FAS Benefit Supplement Binary,Legacy_Plan,Municipal_Plan,Annuity_Access
100,Illinois,Judges' Retirement System of Illinois,Judges' Retirement System of Illinois,,,IL JRS Pre-2011,"hired before January 1, 2011",FAS,,,,,,,,,,,,,,1,0,
101,Indiana,Indiana Public Retirement System,Indiana State Teachers Retirement Fund - Pre-1996 Account,,,IN TRF Pre-1996,"hired before July 1, 1996",FAS,,,,,,,,,,,,,,1,0,
102,Indiana,Indiana Public Retirement System,Indiana State Teachers Retirement Fund - 1996 Account,,,IN TRF Pension Pre-2019,"hired on or after July 1, 1996 and before July 1, 2019",FAS,,,,,,,,,,,,,,1,0,
103,Iowa,Iowa Public Employees Retirement System,Iowa Public Employees' Retirement System,,,IPERS General Pre-2012,"retired before July 1, 2012",FAS,,,,,,,,,,,,,,1,0,
104,Iowa,Iowa Public Employees Retirement System,Iowa Public Employees' Retirement System,,,IPERS Other Misc Pre-2012,"retired before July 1, 2012",FAS,,,,,,,,,,,,,,1,0,
105,Iowa,Iowa Public Employees Retirement System,Iowa Public Employees' Retirement System,,,IPERS Protection Pre-2012,"retired before July 1, 2012",FAS,,,,,,,,,,,,,,1,0,
106,Iowa,Iowa Public Employees Retirement System,Iowa Public Employees' Retirement System,,,IPERS Sheriffs Pre-2012,"retired before July 1, 2012",FAS,,,,,,,,,,,,,,1,0,
107,Iowa,Iowa Public Employees Retirement System,Iowa Public Employees' Retirement System,,,IPERS Teachers Pre-2012,"retired before July 1, 2012",FAS,,,,,,,,,,,,,,1,0,
108,Kansas,Kansas Police and Firefighter's Retirement System,Kansas Police and Firefighter's Retirement System,,,KS PFRS Pre-1989,"hired before July 1, 1989",FAS,,,,,,,,,,,,,,1,0,
109,Kansas,Kansas Public Employees Retirement System,Kansas PERS Defined Benefit Plan - State Employees,,,KS PERS State Pre-2015,"hired on or after July 1, 2009 and before January 1, 2015",FAS,,,,,,,,,,,,,,1,0,
110,Kansas,Kansas Public Employees Retirement System,Kansas PERS Defined Benefit Plan - School Employees,,,KS PERS Schools Pre-2015,"hired on or after July 1, 2009 and before January 1, 2015",FAS,,,,,,,,,,,,,,1,0,
111,Kansas,Kansas Public Employees Retirement System,Kansas PERS Defined Benefit Plan - Local Employees,,,KS PERS Local Pre-2015,"hired on or after July 1, 2009 and before January 1, 2015",FAS,,,,,,,,,,,,,,1,0,
112,Kansas,Kansas Public Employees Retirement System,Kansas PERS Defined Benefit Plan - State Employees,,,KS PERS State Pre-2009,"hired before July 1, 2009",FAS,,,,,,,,,,,,,,1,0,
113,Kansas,Kansas Public Employees Retirement System,Kansas PERS Defined Benefit Plan - School Employees,,,KS PERS Schools Pre-2009,"hired before July 1, 2009",FAS,,,,,,,,,,,,,,1,0,
114,Kansas,Kansas Public Employees Retirement System,Kansas PERS Defined Benefit Plan - Local Employees,,,KS PERS Local Pre-2009,"hired before July 1, 2009",FAS,,,,,,,,,,,,,,1,0,
115,Kentucky,Kentucky Retirement System,Kentucky County Employees' Retirement System - Hazardous,,,KY CERS Hazardous Tier 1 Pre-2004,"hired before August 1, 2004",FAS,,,,,,,,,,,,,,1,0,
116,Kentucky,Kentucky Retirement System,Kentucky County Employees' Retirement System - Non-Hazardous,,,KY CERS Non-Hazardous Tier 1 Pre-2004,"hired before August 1, 2004",FAS,,,,,,,,,,,,,,1,0,
117,Kentucky,Kentucky Retirement System,Kentucky Employees Retirement System - Hazardous,,,KY ERS Hazardous Tier 1 Pre-2004,"hired before August 1, 2004",FAS,,,,,,,,,,,,,,1,0,
118,Kentucky,Kentucky Retirement System,Kentucky Employees Retirement System - Non-Hazardous,,,KY ERS Non-Hazardous Tier 1 Pre-2004,"hired before August 1, 2004",FAS,,,,,,,,,,,,,,1,0,
119,Kentucky,Kentucky State Police Retirement System,Kentucky State Police Retirement System,,,KY SPRS Tier 1 Pre-2004,"hired before August 1, 2004",FAS,,,,,,,,,,,,,,1,0,
120,Kentucky,Kentucky Retirement System,Kentucky County Employees' Retirement System - Hazardous,,,KY CERS Hazardous Tier 2 Pre-2008,"hired on or after August 1, 2004 and before September 1, 2008",FAS,,,,,,,,,,,,,,1,0,
121,Kentucky,Kentucky Retirement System,Kentucky County Employees' Retirement System - Non-Hazardous,,,KY CERS Non-Hazardous Tier 2 Pre-2008,"hired on or after August 1, 2004 and before September 1, 2008",FAS,,,,,,,,,,,,,,1,0,
122,Kentucky,Kentucky Retirement System,Kentucky Employees Retirement System - Hazardous,,,KY ERS Hazardous Tier 2 Pre-2008,"hired on or after August 1, 2004 and before September 1, 2008",FAS,,,,,,,,,,,,,,1,0,
123,Kentucky,Kentucky Retirement System,Kentucky Employees Retirement System - Non-Hazardous,,,KY ERS Non-Hazardous Tier 2 Pre-2008,"hired on or after August 1, 2004 and before September 1, 2008",FAS,,,,,,,,,,,,,,1,0,
124,Kentucky,Kentucky State Police Retirement System,Kentucky State Police Retirement System,,,KY SPRS Tier 2 Pre-2008,"hired on or after August 1, 2004 and before September 1, 2008",FAS,,,,,,,,,,,,,,1,0,
125,Kentucky,Kentucky Teachers Retirement System,Kentucky Teachers' Retirement System,,,KY TRS K-12 Pre-2002,"hired on or after July 1, 1983 and before July 1, 2002",FAS,,,,,,,,,,,,,,1,0,
126,Kentucky,Kentucky Teachers Retirement System,Kentucky Teachers' Retirement System,,,KY TRS K-12 Pre-2008,"hired on or after July 1, 2002 and before July 1, 2008",FAS,,,,,,,,,,,,,,1,0,
127,Louisiana,Louisiana Parochial Employees’ Retirement System,Louisiana State Parochial Employees Retirement System,,,LA Parochial Plan A Pre-2007,"hired before January 1, 2007",FAS,,,,,,,,,,,,,,1,0,
128,Louisiana,Louisiana Parochial Employees’ Retirement System,Louisiana State Parochial Employees Retirement System,,,LA Parochial Plan B Pre-2007,"hired before January 1, 2007",FAS,,,,,,,,,,,,,,1,0,
129,Louisiana,Louisiana State Employees Retirement System,Louisiana State Employees' Retirement System,,,LASERS Regular Pre-2006,"Hired before July 1, 2006",FAS,,,,,,,,,,,,,,1,0,
130,Louisiana,Louisiana State Police Retirement System,Louisiana State Police Retirement System,,,LA SPRS Pre-2011,"hired before January 1, 2011",FAS,,,,,,,,,,,,,,1,0,
131,Louisiana,Louisiana Teachers’ Retirement System,Louisiana TRS K-12 Teachers Plan,,,TRSL Teachers Pre-2011,"hired on or after July 1, 1999 and before January 1, 2011",FAS,,,,,,,,,,,,,,1,0,
132,Louisiana,Louisiana Teachers’ Retirement System,Louisiana TRS K-12 Teachers Plan,,,TRSL Teachers Pre-1999,"hired before July 1, 1999",FAS,,,,,,,,,,,,,,1,0,
133,Louisiana,Municipal Police Employees' Reitrement System,Louisiana Municipal Police,,,LA Muni Police Pre-2013,"hired before January 1, 2013",FAS,,,,,,,,,,,,,,1,0,
134,Maine,Maine Public Employees Retirement System,Maine Public Employees Retirement System - State Employee and Teacher Program,,,ME PERS Teachers Pre-1983,"hired before July 1, 1983",FAS,,,,,,,,,,,,,,1,0,
135,Maine,Maine Public Employees Retirement System,Maine Public Employees Retirement System - State Employee and Teacher Program,,,ME PERS State General Pre-1983,"hired before July 1, 1983",FAS,,,,,,,,,,,,,,1,0,
136,Maine,Maine Public Employees Retirement System,Maine Public Employees Retirement System - State Employee and Teacher Program,,,ME PERS State Police Pre-1983,"hired before July 1, 1983",FAS,,,,,,,,,,,,,,1,0,
137,Maine,Maine Public Employees Retirement System,Maine Public Employees Retirement System - State Employee and Teacher Program,,,ME PERS Teachers Pre-1994,"hired on or after July 1, 1983 and before October 1, 1994",FAS,,,,,,,,,,,,,,1,0,
138,Maine,Maine Public Employees Retirement System,Maine Public Employees Retirement System - State Employee and Teacher Program,,,ME PERS State General Pre-1994,"hired on or after July 1, 1983 and before October 1, 1994",FAS,,,,,,,,,,,,,,1,0,
139,Maine,Maine Public Employees Retirement System,Maine Public Employees Retirement System - State Employee and Teacher Program,,,ME PERS State Police Pre-1994,"hired on or after July 1, 1983 and before October 1, 1994",FAS,,,,,,,,,,,,,,1,0,
140,Maine,Maine Public Employees Retirement System,Maine Public Employees Retirement System - State Employee and Teacher Program,,,ME PERS Teachers Pre-2006,"hired on or after October 1, 1994 and before July 1, 2006",FAS,,,,,,,,,,,,,,1,0,
141,Maine,Maine Public Employees Retirement System,Maine Public Employees Retirement System - State Employee and Teacher Program,,,ME PERS State General Pre-2006,"hired on or after October 1, 1994 and before July 1, 2006",FAS,,,,,,,,,,,,,,1,0,
142,Maine,Maine Public Employees Retirement System,Maine Public Employees Retirement System - State Employee and Teacher Program,,,ME PERS State Police Pre-2006,"hired on or after October 1, 1994 and before July 1, 2006",FAS,,,,,,,,,,,,,,1,0,
143,Maryland,Maryland State Retirement and Pension System,Maryland State Retirement and Pension System - Employees Combined System,,,MD SPRS General Pre-2011,"hired on or after January 1, 1980 and before July 30, 2011",FAS,,,,,,,,,,,,,,1,0,
144,Maryland,Maryland State Retirement and Pension System,Maryland State Retirement and Pension System - Teachers' Combined System,,,MD SRPS Teachers Pre-2011,"hired on or after January 1, 1980 and before July 30, 2011",FAS,,,,,,,,,,,,,,1,0,
145,Massachusetts,Massachusetts State Employees Retirement System,Massachusetts State Employees’ Retirement System,,,MA SERS General Pre-1984,"hired on or after January 1, 1979 and before January 1, 1984",FAS,,,,,,,,,,,,,,1,0,
146,Massachusetts,Massachusetts State Employees Retirement System,Massachusetts State Employees’ Retirement System,,,MA SERS Corrections Pre-1984,"hired on or after January 1, 1979 and before January 1, 1984",FAS,,,,,,,,,,,,,,1,0,
147,Massachusetts,Massachusetts State Employees Retirement System,Massachusetts State Employees’ Retirement System,,,MA SERS Hazardous Duty Pre-1984,"hired on or after January 1, 1979 and before January 1, 1984",FAS,,,,,,,,,,,,,,1,0,
148,Massachusetts,Massachusetts State Employees Retirement System,Massachusetts State Employees’ Retirement System,,,MA SERS State Police Pre-1984,"hired on or after January 1, 1979 and before January 1, 1984",FAS,,,,,,,,,,,,,,1,0,
149,Massachusetts,Massachusetts Teachers Retirement System,Massachusetts Teachers’ Retirement System,,,MA TRS Pre-1984,"hired on or after January 1, 1979 and before January 1, 1984",FAS,,,,,,,,,,,,,,1,0,
150,Massachusetts,Massachusetts State Employees Retirement System,Massachusetts State Employees’ Retirement System,,,MA SERS General Pre-1996,"hired on or after January 1, 1984 and before July 1, 1996",FAS,,,,,,,,,,,,,,1,0,
151,Massachusetts,Massachusetts State Employees Retirement System,Massachusetts State Employees’ Retirement System,,,MA SERS Corrections Pre-1996,"hired on or after January 1, 1984 and before July 1, 1996",FAS,,,,,,,,,,,,,,1,0,
152,Massachusetts,Massachusetts State Employees Retirement System,Massachusetts State Employees’ Retirement System,,,MA SERS Hazardous Duty Pre-1996,"hired on or after January 1, 1984 and before July 1, 1996",FAS,,,,,,,,,,,,,,1,0,
153,Massachusetts,Massachusetts State Employees Retirement System,Massachusetts State Employees’ Retirement System,,,MA SERS State Police Pre-1996,"hired on or after January 1, 1984 and before July 1, 1996",FAS,,,,,,,,,,,,,,1,0,
154,Massachusetts,Massachusetts Teachers Retirement System,Massachusetts Teachers’ Retirement System,,,MA TRS Pre-1996,"hired on or after January 1, 1984 and before July 1, 1996",FAS,,,,,,,,,,,,,,1,0,
155,Massachusetts,Massachusetts State Employees Retirement System,Massachusetts State Employees’ Retirement System,,,MA SERS General Pre-2012,"hired on or after July 1, 1996 and before April 1, 2012",FAS,,,,,,,,,,,,,,1,0,
156,Massachusetts,Massachusetts State Employees Retirement System,Massachusetts State Employees’ Retirement System,,,MA SERS Corrections Pre-2012,"hired on or after July 1, 1996 and before April 1, 2012",FAS,,,,,,,,,,,,,,1,0,
157,Massachusetts,Massachusetts State Employees Retirement System,Massachusetts State Employees’ Retirement System,,,MA SERS Hazardous Duty Pre-2012,"hired on or after July 1, 1996 and before April 1, 2012",FAS,,,,,,,,,,,,,,1,0,
158,Massachusetts,Massachusetts State Employees Retirement System,Massachusetts State Employees’ Retirement System,,,MA SERS State Police Pre-2012,"hired on or after July 1, 1996 and before April 1, 2012",FAS,,,,,,,,,,,,,,1,0,
159,Massachusetts,Massachusetts Teachers Retirement System,Massachusetts Teachers’ Retirement System,,,MA TRS Pre-2012,"hired on or after July 1, 1996 and before April 1, 2012",FAS,,,,,,,,,,,,,,1,0,
160,Michigan,Michigan Public School Employees’ Retirement System,Michigan Public School Employees Retirement System - Legacy Plan,,,MPSERS Pension Teachers Pre-1990 Option 1,"hired before Janaury 1, 1990 and reached 25 YOS by February 1, 2013",FAS,,,,,,,,,,,,,,1,0,
161,Michigan,Michigan Public School Employees’ Retirement System,Michigan Public School Employees Retirement System - Legacy Plan,,,MPSERS Pension Teachers Pre-1990 Option 2,"hired before Janaury 1, 1990 and reached 25 YOS by February 1, 2013",FAS,,,,,,,,,,,,,,1,0,
162,Michigan,Michigan Public School Employees’ Retirement System,Michigan Public School Employees Retirement System - Legacy Plan,,,MPSERS Pension Teachers Pre-1990 Option 3,"hired before Janaury 1, 1990 and reached 25 YOS by February 1, 2013",FAS,,,,,,,,,,,,,,1,0,
163,Michigan,Michigan Public School Employees’ Retirement System,Michigan Public School Employees Retirement System - Legacy Plan,,,MPSERS Pension Teachers Pre-1990 Option 4,"hired before Janaury 1, 1990 and reached 25 YOS by February 1, 2013",FAS,,,,,,,,,,,,,,1,0,
164,Michigan,Michigan Public School Employees’ Retirement System,Michigan Public School Employees Retirement System - Legacy Plan,,,MPSERS Pension Non-Instructional Pre-1990 Option 1,"hired before Janaury 1, 1990 and reached 25 YOS by February 1, 2013",FAS,,,,,,,,,,,,,,1,0,
165,Michigan,Michigan Public School Employees’ Retirement System,Michigan Public School Employees Retirement System - Legacy Plan,,,MPSERS Pension Non-Instructional Pre-1990 Option 2,"hired before Janaury 1, 1990 and reached 25 YOS by February 1, 2013",FAS,,,,,,,,,,,,,,1,0,
166,Michigan,Michigan Public School Employees’ Retirement System,Michigan Public School Employees Retirement System - Legacy Plan,,,MPSERS Pension Non-Instructional Pre-1990 Option 3,"hired before Janaury 1, 1990 and reached 25 YOS by February 1, 2013",FAS,,,,,,,,,,,,,,1,0,
167,Michigan,Michigan Public School Employees’ Retirement System,Michigan Public School Employees Retirement System - Legacy Plan,,,MPSERS Pension Non-Instructional Pre-1990 Option 4,"hired before Janaury 1, 1990 and reached 25 YOS by February 1, 2013",FAS,,,,,,,,,,,,,,1,0,
168,Michigan,Michigan Public School Employees’ Retirement System,Michigan Public School Employees Retirement System - Legacy Plan,,,MPSERS Pension Teachers Pre-2008 Option 1,"hired on or after January 1, 1990 and before July 1, 2008",FAS,,,,,,,,,,,,,,1,0,
169,Michigan,Michigan Public School Employees’ Retirement System,Michigan Public School Employees Retirement System - Legacy Plan,,,MPSERS Pension Teachers Pre-2008 Option 2,"hired on or after January 1, 1990 and before July 1, 2008",FAS,,,,,,,,,,,,,,1,0,
170,Michigan,Michigan Public School Employees’ Retirement System,Michigan Public School Employees Retirement System - Legacy Plan,,,MPSERS Pension Teachers Pre-2008 Option 3,"hired on or after January 1, 1990 and before July 1, 2008",FAS,,,,,,,,,,,,,,1,0,
171,Michigan,Michigan Public School Employees’ Retirement System,Michigan Public School Employees Retirement System - Legacy Plan,,,MPSERS Pension Teachers Pre-2008 Option 4,"hired on or after January 1, 1990 and before July 1, 2008",FAS,,,,,,,,,,,,,,1,0,
172,Michigan,Michigan Public School Employees’ Retirement System,Michigan Public School Employees Retirement System - Legacy Plan,,,MPSERS Pension Non-Instructional Pre-2008 Option 1,"hired on or after January 1, 1990 and before July 1, 2008",FAS,,,,,,,,,,,,,,1,0,
173,Michigan,Michigan Public School Employees’ Retirement System,Michigan Public School Employees Retirement System - Legacy Plan,,,MPSERS Pension Non-Instructional Pre-2008 Option 2,"hired on or after January 1, 1990 and before July 1, 2008",FAS,,,,,,,,,,,,,,1,0,
174,Michigan,Michigan Public School Employees’ Retirement System,Michigan Public School Employees Retirement System - Legacy Plan,,,MPSERS Pension Non-Instructional Pre-2008 Option 3,"hired on or after January 1, 1990 and before July 1, 2008",FAS,,,,,,,,,,,,,,1,0,
